timestamp,x,y,z
281867,1.42,1.49,9.65
281887,1.42,1.49,9.65
281907,1.42,1.49,9.65
281927,1.42,1.49,9.65
281947,1.24,1.74,9.54
281967,1.24,1.74,9.54
281987,1.24,1.74,9.54
282007,1.21,1.76,9.4
282027,1.21,1.76,9.4
282047,1.21,1.76,9.4
282067,1.53,1.71,9.48
282087,1.53,1.71,9.48
282107,1.53,1.71,9.48
282127,1.53,1.71,9.48
282147,1.13,1.21,9.74
282167,1.13,1.21,9.74
282187,1.13,1.21,9.74
282207,0.7,1.72,9.82
282227,0.7,1.72,9.82
282248,0.7,1.72,9.82
282267,1.56,1.43,10.1
282287,1.56,1.43,10.1
282307,1.56,1.43,10.1
282328,1.56,1.43,10.1
282348,2.64,1.6,9.77
282368,2.64,1.6,9.77
282387,2.64,1.6,9.77
282407,2.48,1.66,9.06
282427,2.48,1.66,9.06
282447,2.48,1.66,9.06
282467,0.49,2.15,9.21
282487,0.49,2.15,9.21
282507,0.49,2.15,9.21
282527,0.24,2.07,9.75
282547,0.24,2.07,9.75
282567,0.24,2.07,9.75
282587,0.24,2.07,9.75
282607,0.63,1.89,9.9
282627,0.63,1.89,9.9
282647,0.63,1.89,9.9
282667,0.98,1.72,10.43
282687,0.98,1.72,10.43
282707,0.98,1.72,10.43
282727,1.02,1.89,10.19
282747,1.02,1.89,10.19
282768,1.02,1.89,10.19
282787,1.02,1.89,10.19
282807,1.31,2.2,9.49
282827,1.31,2.2,9.49
282847,1.31,2.2,9.49
282867,1.7,2.28,8.95
282888,1.7,2.28,8.95
282908,1.7,2.28,8.95
282928,2.14,2.37,9.07
282947,2.14,2.37,9.07
282967,2.14,2.37,9.07
282987,2.14,2.37,9.07
283008,2.31,2.45,9.28
283028,2.31,2.45,9.28
283048,2.31,2.45,9.28
283068,1.92,2.32,8.97
283088,1.92,2.32,8.97
283107,1.92,2.32,8.97
283127,1.95,2.45,9.23
283147,1.95,2.45,9.23
283167,1.95,2.45,9.23
283187,1.79,2.59,9.35
283207,1.79,2.59,9.35
283227,1.79,2.59,9.35
283248,1.79,2.59,9.35
283268,2.07,2.63,9.61
283287,2.07,2.63,9.61
283308,2.07,2.63,9.61
283328,1.77,2.49,9.52
283347,1.77,2.49,9.52
283368,1.77,2.49,9.52
283388,1.47,2.33,9.34
283407,1.47,2.33,9.34
283428,1.47,2.33,9.34
283448,1.47,2.33,9.34
283469,1.51,2.05,9.56
283487,1.51,2.05,9.56
283507,1.51,2.05,9.56
283527,1.77,2.15,9.45
283547,1.77,2.15,9.45
283567,1.77,2.15,9.45
283587,1.98,1.72,9.87
283607,1.98,1.72,9.87
283627,1.98,1.72,9.87
283648,1.98,1.72,9.87
283668,2.14,1.74,9.68
283687,2.14,1.74,9.68
283708,2.14,1.74,9.68
283727,2.28,1.69,9.63
283747,2.28,1.69,9.63
283767,2.28,1.69,9.63
283787,2.22,1.89,9.72
283807,2.22,1.89,9.72
283827,2.22,1.89,9.72
283847,2.22,1.89,9.72
283867,2.3,1.46,9.58
283887,2.3,1.46,9.58
283907,2.3,1.46,9.58
283928,2.39,1.5,9.7
283947,2.39,1.5,9.7
283967,2.39,1.5,9.7
283988,2.23,1.66,9.38
284007,2.23,1.66,9.38
284027,2.23,1.66,9.38
284048,1.83,1.46,9.5
284067,1.83,1.46,9.5
284088,1.83,1.46,9.5
284108,1.83,1.46,9.5
284128,2.05,1.39,9.82
284148,2.05,1.39,9.82
284168,2.05,1.39,9.82
284188,2.4,1.28,9.77
284208,2.4,1.28,9.77
284227,2.4,1.28,9.77
284247,2.17,1.6,9.5
284267,2.17,1.6,9.5
284288,2.17,1.6,9.5
284308,2.17,1.6,9.5
284328,2.1,1.58,9.52
284348,2.1,1.58,9.52
284368,2.1,1.58,9.52
284387,2.4,1.66,9.74
284407,2.4,1.66,9.74
284427,2.4,1.66,9.74
284447,2.85,1.6,9.8
284467,2.85,1.6,9.8
284487,2.85,1.6,9.8
284507,2.45,1.41,9.41
284527,2.45,1.41,9.41
284547,2.45,1.41,9.41
284567,2.45,1.41,9.41
284587,2.17,1.23,9.66
284607,2.17,1.23,9.66
284628,2.17,1.23,9.66
284648,1.92,0.9,9.69
284668,1.92,0.9,9.69
284688,1.92,0.9,9.69
284708,1.71,0.76,9.56
284728,1.71,0.76,9.56
284747,1.71,0.76,9.56
284767,1.71,0.76,9.56
284787,2.63,0.37,9.39
284807,2.63,0.37,9.39
284827,2.63,0.37,9.39
284847,1.48,-0.18,10.96
284867,1.48,-0.18,10.96
284887,1.48,-0.18,10.96
284907,1.56,0.31,11.66
284928,1.56,0.31,11.66
284948,1.56,0.31,11.66
284968,1.56,0.31,11.66
284987,2.88,-0.41,10.52
285008,2.88,-0.41,10.52
285028,2.88,-0.41,10.52
285048,3.93,-0.23,7.67
285068,3.93,-0.23,7.67
285088,3.93,-0.23,7.67
285108,2.69,0.51,7.37
285127,2.69,0.51,7.37
285151,2.69,0.51,7.37
285172,-0.25,1.58,7.89
285187,-0.25,1.58,7.89
285207,-0.25,1.58,7.89
285227,-0.25,1.58,7.89
285247,-1.26,1.26,9.86
285267,-1.26,1.26,9.86
285288,-1.26,1.26,9.86
285308,1.94,0.87,11.32
285327,1.94,0.87,11.32
285349,1.94,0.87,11.32
285367,2.49,0.92,11.5
285388,2.49,0.92,11.5
285408,2.49,0.92,11.5
285427,2.49,0.92,11.5
285447,1.68,1.43,10.3
285467,1.68,1.43,10.3
285512,1.68,1.43,10.3
285513,1.68,1.43,10.3
285532,1.51,1.6,9.43
285547,1.51,1.6,9.43
285567,1.51,1.6,9.43
285587,1.51,1.6,9.43
285608,1.51,1.6,9.43
285627,1.51,1.6,9.43
285647,2.93,1.23,9.46
285668,2.93,1.23,9.46
285687,2.93,1.23,9.46
285707,2.47,1.5,9.41
285728,2.47,1.5,9.41
285747,2.47,1.5,9.41
285767,1.43,1.77,9.4
285787,1.43,1.77,9.4
285807,1.43,1.77,9.4
285828,1.43,1.77,9.4
285847,1.48,1.64,9.48
285867,1.48,1.64,9.48
285888,1.48,1.64,9.48
285907,1.97,1.68,9.49
285927,1.97,1.68,9.49
285948,1.97,1.68,9.49
285969,1.97,1.68,9.49
285988,2.09,1.61,9.7
286007,2.09,1.61,9.7
286027,2.09,1.61,9.7
286047,2.09,1.61,9.7
286067,2.09,1.61,9.7
286087,2.09,1.61,9.7
286107,1.63,2.05,9.82
286127,1.63,2.05,9.82
286147,1.63,2.05,9.82
286167,1.86,1.88,9.05
286188,1.86,1.88,9.05
286208,1.86,1.88,9.05
286228,1.91,1.21,9.93
286248,1.91,1.21,9.93
286268,1.91,1.21,9.93
286288,1.91,1.21,9.93
286308,1.98,1.33,9.82
286328,1.98,1.33,9.82
286348,1.98,1.33,9.82
286368,1.82,1.37,9.59
286388,1.82,1.37,9.59
286408,1.82,1.37,9.59
286428,0.93,0.87,9.33
286448,0.93,0.87,9.33
286468,0.93,0.87,9.33
286488,0.93,0.87,9.33
286508,1.77,1.66,9.9
286528,1.77,1.66,9.9
286548,1.77,1.66,9.9
286567,1.62,1.24,10
286588,1.62,1.24,10
286607,1.62,1.24,10
286628,1.72,1.22,10.07
286647,1.72,1.22,10.07
286667,1.72,1.22,10.07
286687,1.83,1.55,9.58
286707,1.83,1.55,9.58
286728,1.83,1.55,9.58
286748,1.83,1.55,9.58
286767,1.64,1.89,8.9
286788,1.64,1.89,8.9
286807,1.64,1.89,8.9
286827,1.3,2.61,8.75
286847,1.3,2.61,8.75
286867,1.3,2.61,8.75
286887,1.46,3.02,8.85
286908,1.46,3.02,8.85
286927,1.46,3.02,8.85
286947,1.46,3.02,8.85
286968,1.73,3.1,9.31
286987,1.73,3.1,9.31
287007,1.73,3.1,9.31
287027,1.98,2.63,9.77
287048,1.98,2.63,9.77
287068,1.98,2.63,9.77
287088,1.98,2.23,10.44
287108,1.98,2.23,10.44
287128,1.98,2.23,10.44
287148,2.16,2.14,10.57
287167,2.16,2.14,10.57
287188,2.16,2.14,10.57
287207,2.16,2.14,10.57
287228,2,1.84,9.48
287247,2,1.84,9.48
287268,2,1.84,9.48
287287,2,1.84,9.48
287307,1.93,1.84,9.03
287327,1.93,1.84,9.03
287347,1.93,1.84,9.03
287367,1.93,1.84,9.03
287387,1.93,1.84,9.03
287407,1.93,1.84,9.03
287427,1.62,1.72,9.2
287447,1.62,1.72,9.2
287467,1.62,1.72,9.2
287487,1.65,1.71,9.43
287507,1.65,1.71,9.43
287527,1.65,1.71,9.43
287547,1.74,1.64,9.63
287567,1.74,1.64,9.63
287587,1.74,1.64,9.63
287607,1.74,1.64,9.63
287627,1.77,1.56,9.79
287647,1.77,1.56,9.79
287667,1.77,1.56,9.79
287688,1.75,1.68,9.85
287707,1.75,1.68,9.85
287727,1.75,1.68,9.85
287747,1.71,1.57,9.84
287767,1.71,1.57,9.84
287787,1.71,1.57,9.84
287807,1.71,1.58,9.67
287827,1.71,1.58,9.67
287847,1.71,1.58,9.67
287867,1.71,1.58,9.67
287888,1.64,1.48,9.09
287908,1.64,1.48,9.09
287927,1.64,1.48,9.09
287947,1.6,1.55,9.75
287967,1.6,1.55,9.75
287987,1.6,1.55,9.75
288007,1.77,1.61,9.76
288028,1.77,1.61,9.76
288047,1.77,1.61,9.76
288067,1.77,1.61,9.76
288087,1.75,1.33,9.53
288107,1.75,1.33,9.53
288128,1.75,1.33,9.53
288147,1.68,1.14,9.69
288167,1.68,1.14,9.69
288187,1.68,1.14,9.69
288208,1.52,1.17,9.76
288228,1.52,1.17,9.76
288248,1.52,1.17,9.76
288267,1.52,1.17,9.76
288287,1.57,1.19,9.81
288307,1.57,1.19,9.81
288327,1.57,1.19,9.81
288347,1.73,1.21,9.83
288367,1.73,1.21,9.83
288387,1.73,1.21,9.83
288407,1.76,1.25,9.76
288427,1.76,1.25,9.76
288447,1.76,1.25,9.76
288467,1.81,1.36,9.82
288487,1.81,1.36,9.82
288507,1.81,1.36,9.82
288527,1.81,1.36,9.82
288547,1.81,1.55,9.64
288567,1.81,1.55,9.64
288588,1.81,1.55,9.64
288607,1.76,1.7,9.39
288627,1.76,1.7,9.39
288647,1.76,1.7,9.39
288667,1.78,1.74,9.29
288687,1.78,1.74,9.29
288707,1.78,1.74,9.29
288727,1.78,1.74,9.29
288747,1.71,1.77,9.41
288767,1.71,1.77,9.41
288787,1.71,1.77,9.41
288807,1.72,1.83,9.39
288827,1.72,1.83,9.39
288847,1.72,1.83,9.39
288867,1.67,1.9,9.67
288887,1.67,1.9,9.67
288907,1.67,1.9,9.67
288927,1.67,1.9,9.67
288947,1.71,2.15,9.67
288967,1.71,2.15,9.67
288987,1.71,2.15,9.67
289007,1.81,2.31,9.58
289027,1.81,2.31,9.58
289047,1.81,2.31,9.58
289067,1.84,2.23,9.47
289087,1.84,2.23,9.47
289107,1.84,2.23,9.47
289127,1.79,2.22,9.42
289147,1.79,2.22,9.42
289167,1.79,2.22,9.42
289187,1.79,2.22,9.42
289207,1.77,2.16,9.4
289227,1.77,2.16,9.4
289247,1.77,2.16,9.4
289267,1.81,2.15,9.53
289287,1.81,2.15,9.53
289307,1.81,2.15,9.53
289328,1.84,2.16,9.56
289347,1.84,2.16,9.56
289368,1.84,2.16,9.56
289387,1.84,2.16,9.56
289407,1.67,1.92,9.5
289427,1.67,1.92,9.5
289447,1.67,1.92,9.5
289467,1.73,1.82,9.59
289487,1.73,1.82,9.59
289508,1.73,1.82,9.59
289528,1.8,1.67,9.59
289547,1.8,1.67,9.59
289567,1.8,1.67,9.59
289587,1.8,1.67,9.59
289608,1.67,1.71,9.7
289628,1.67,1.71,9.7
289648,1.67,1.71,9.7
289668,1.67,1.62,9.59
289688,1.67,1.62,9.59
289708,1.67,1.62,9.59
289728,1.77,1.62,9.54
289748,1.77,1.62,9.54
289767,1.77,1.62,9.54
289787,1.84,1.58,9.49
289807,1.84,1.58,9.49
289828,1.84,1.58,9.49
289847,1.84,1.58,9.49
289867,1.75,1.65,9.68
289888,1.75,1.65,9.68
289907,1.75,1.65,9.68
289927,1.73,1.67,9.63
289947,1.73,1.67,9.63
289968,1.73,1.67,9.63
289988,1.79,1.64,9.53
290008,1.79,1.64,9.53
290028,1.79,1.64,9.53
290047,1.79,1.64,9.53
290067,1.96,1.49,9.71
290087,1.96,1.49,9.71
290107,1.96,1.49,9.71
290127,1.95,1.52,9.74
290147,1.95,1.52,9.74
290167,1.95,1.52,9.74
290187,1.74,1.69,9.58
290207,1.74,1.69,9.58
290227,1.74,1.69,9.58
290248,1.74,1.69,9.58
290267,1.58,1.77,9.5
290287,1.58,1.77,9.5
290307,1.58,1.77,9.5
290327,1.67,1.93,9.36
290347,1.67,1.93,9.36
290367,1.67,1.93,9.36
290387,1.66,1.97,9.36
290407,1.66,1.97,9.36
290427,1.66,1.97,9.36
290448,1.56,1.94,9.45
290467,1.56,1.94,9.45
290487,1.56,1.94,9.45
290507,1.56,1.94,9.45
290527,1.58,1.81,9.62
290547,1.58,1.81,9.62
290567,1.58,1.81,9.62
290587,1.71,1.72,9.74
290607,1.71,1.72,9.74
290627,1.71,1.72,9.74
290647,1.76,1.79,9.66
290668,1.76,1.79,9.66
290688,1.76,1.79,9.66
290708,1.76,1.79,9.66
290727,1.69,1.76,9.7
290752,1.69,1.76,9.7
290768,1.69,1.76,9.7
290787,1.78,1.83,9.42
290807,1.78,1.83,9.42
290828,1.78,1.83,9.42
290848,1.67,1.69,9.55
290868,1.67,1.69,9.55
290888,1.67,1.69,9.55
290908,1.67,1.69,9.55
290927,1.66,1.74,9.49
290947,1.66,1.74,9.49
290967,1.66,1.74,9.49
290987,1.65,1.75,9.67
291007,1.65,1.75,9.67
291027,1.65,1.75,9.67
291048,1.7,1.76,9.74
291067,1.7,1.76,9.74
291088,1.7,1.76,9.74
291108,1.64,1.7,9.78
291128,1.64,1.7,9.78
291147,1.64,1.7,9.78
291167,1.64,1.7,9.78
291187,1.68,1.73,9.67
291207,1.68,1.73,9.67
291227,1.68,1.73,9.67
291247,1.71,1.65,9.92
291267,1.71,1.65,9.92
291287,1.71,1.65,9.92
291307,1.8,1.74,9.53
291327,1.8,1.74,9.53
291348,1.8,1.74,9.53
291367,1.8,1.74,9.53
291388,1.81,1.79,9.68
291407,1.81,1.79,9.68
291427,1.81,1.79,9.68
291448,1.81,1.79,9.68
291467,1.81,1.79,9.68
291487,1.81,1.79,9.68
291507,1.69,1.74,9.64
291527,1.69,1.74,9.64
291548,1.69,1.74,9.64
291567,1.69,1.74,9.64
291587,1.65,1.7,9.62
291607,1.65,1.7,9.62
291627,1.65,1.7,9.62
291647,1.66,1.76,9.65
291667,1.66,1.76,9.65
291687,1.66,1.76,9.65
291707,1.7,1.78,9.65
291727,1.7,1.78,9.65
291748,1.7,1.78,9.65
291768,1.7,1.78,9.65
291794,1.7,1.85,9.53
291812,1.7,1.85,9.53
291830,1.7,1.85,9.53
291847,1.7,1.85,9.53
291867,1.71,2.14,9.52
291887,1.71,2.14,9.52
291907,1.71,2.14,9.52
291928,1.71,2.14,9.52
291947,1.71,2.14,9.52
291968,1.76,2.5,9.29
291987,1.76,2.5,9.29
292007,1.76,2.5,9.29
292027,1.76,2.5,9.29
292048,1.76,2.5,9.29
292068,1.6,2.46,9.53
292088,1.6,2.46,9.53
292107,1.6,2.46,9.53
292127,1.6,2.46,9.53
292147,1.6,2.46,9.53
292168,1.6,2.59,9.43
292187,1.6,2.59,9.43
292207,1.6,2.59,9.43
292227,1.6,2.59,9.43
292247,1.59,2.5,9.38
292268,1.59,2.5,9.38
292287,1.59,2.5,9.38
292307,1.49,2.56,9.24
292327,1.49,2.56,9.24
292347,1.49,2.56,9.24
292367,1.33,2.38,9.28
292387,1.33,2.38,9.28
292408,1.33,2.38,9.28
292427,1.16,2.28,9.36
292448,1.16,2.28,9.36
292467,1.16,2.28,9.36
292487,1.16,2.28,9.36
292507,1.19,2.12,9.51
292527,1.19,2.12,9.51
292547,1.19,2.12,9.51
292567,1.35,2.07,9.63
292587,1.35,2.07,9.63
292608,1.35,2.07,9.63
292628,1.33,1.96,9.71
292647,1.33,1.96,9.71
292668,1.33,1.96,9.71
292688,1.33,1.96,9.71
292708,1.15,1.71,9.85
292727,1.15,1.71,9.85
292747,1.15,1.71,9.85
292767,1.3,1.74,9.73
292787,1.3,1.74,9.73
292807,1.3,1.74,9.73
292828,1.27,1.63,9.67
292848,1.27,1.63,9.67
292868,1.27,1.63,9.67
292888,1.27,1.63,9.67
292908,1.04,1.62,9.59
292928,1.04,1.62,9.59
292948,1.04,1.62,9.59
292968,0.9,1.58,9.63
292988,0.9,1.58,9.63
293007,0.9,1.58,9.63
293027,0.84,1.6,9.56
293047,0.84,1.6,9.56
293067,0.84,1.6,9.56
293087,0.8,1.52,9.73
293107,0.8,1.52,9.73
293128,0.8,1.52,9.73
293147,0.8,1.52,9.73
293167,0.77,1.52,9.94
293187,0.77,1.52,9.94
293207,0.77,1.52,9.94
293227,0.7,1.67,9.91
293247,0.7,1.67,9.91
293267,0.7,1.67,9.91
293287,0.73,1.58,9.64
293307,0.73,1.58,9.64
293327,0.73,1.58,9.64
293348,0.73,1.58,9.64
293368,1.09,1.39,9.6
293388,1.09,1.39,9.6
293407,1.09,1.39,9.6
293427,1.14,1.41,9.5
293447,1.14,1.41,9.5
293468,1.14,1.41,9.5
293488,1.16,1.48,9.73
293508,1.16,1.48,9.73
293528,1.16,1.48,9.73
293548,1.16,1.48,9.73
293568,1.17,1.43,9.71
293588,1.17,1.43,9.71
293607,1.17,1.43,9.71
293627,0.91,1.5,9.68
293647,0.91,1.5,9.68
293667,0.91,1.5,9.68
293687,0.84,1.08,11.33
293707,0.84,1.08,11.33
293727,0.84,1.08,11.33
293747,0.39,1.14,10.53
293767,0.39,1.14,10.53
293788,0.39,1.14,10.53
293808,0.39,1.14,10.53
293828,3.46,1.55,9.08
293848,3.46,1.55,9.08
293868,3.46,1.55,9.08
293887,2.95,1.64,7.4
293907,2.95,1.64,7.4
293927,2.95,1.64,7.4
293947,0.37,2.12,7.96
293967,0.37,2.12,7.96
293987,0.37,2.12,7.96
294007,0.37,2.12,7.96
294027,-1.85,2.04,7.91
294047,-1.85,2.04,7.91
294067,-1.85,2.04,7.91
294087,-0.94,1.26,9.66
294107,-0.94,1.26,9.66
294128,-0.94,1.26,9.66
294147,-0.73,1.42,11.66
294167,-0.73,1.42,11.66
294188,-0.73,1.42,11.66
294208,-0.73,1.42,11.66
294228,0.99,1.45,11.6
294247,0.99,1.45,11.6
294267,0.99,1.45,11.6
294288,1.11,1.62,10.49
294308,1.11,1.62,10.49
294328,1.11,1.62,10.49
294348,1.16,2.31,9.44
294368,1.16,2.31,9.44
294388,1.16,2.31,9.44
294407,1.37,2.81,9.36
294428,1.37,2.81,9.36
294448,1.37,2.81,9.36
294467,1.37,2.81,9.36
294487,0.88,2.69,9.21
294508,0.88,2.69,9.21
294528,0.88,2.69,9.21
294547,0.88,2.69,9.21
294567,0.21,2.5,9.02
294587,0.21,2.5,9.02
294608,0.21,2.5,9.02
294628,0.21,2.5,9.02
294648,0.21,2.5,9.02
294668,0.21,2.5,9.02
294688,-0.25,2.16,9.42
294709,-0.25,2.16,9.42
294728,-0.25,2.16,9.42
294747,-0.3,2.27,9.84
294767,-0.3,2.27,9.84
294787,-0.3,2.27,9.84
294807,-0.38,2.39,9.99
294827,-0.38,2.39,9.99
294847,-0.38,2.39,9.99
294867,-0.38,2.39,9.99
294887,-1.49,1.58,10.43
294907,-1.49,1.58,10.43
294927,-1.49,1.58,10.43
294952,0.9,1.69,10.19
294968,0.9,1.69,10.19
294988,0.9,1.69,10.19
295008,0.5,2.09,9.17
295028,0.5,2.09,9.17
295048,0.5,2.09,9.17
295068,0.44,1.81,9.15
295088,0.44,1.81,9.15
295108,0.44,1.81,9.15
295127,0.44,1.81,9.15
295147,-0.06,2.08,9.1
295167,-0.06,2.08,9.1
295188,-0.06,2.08,9.1
295207,0.02,2.13,9.91
295227,0.02,2.13,9.91
295248,0.02,2.13,9.91
295268,-0.52,1.64,10.35
295288,-0.52,1.64,10.35
295308,-0.52,1.64,10.35
295327,-0.52,1.64,10.35
295347,-1.21,0.94,10.17
295367,-1.21,0.94,10.17
295388,-1.21,0.94,10.17
295408,-1.55,1.22,9.8
295427,-1.55,1.22,9.8
295447,-1.55,1.22,9.8
295467,-1.24,1.29,8.33
295487,-1.24,1.29,8.33
295508,-1.24,1.29,8.33
295528,-1.24,1.29,8.33
295548,-1.8,1.55,9.47
295567,-1.8,1.55,9.47
295587,-1.8,1.55,9.47
295607,-1.68,1.64,9.61
295627,-1.68,1.64,9.61
295647,-1.68,1.64,9.61
295667,-1.51,1.61,10.11
295687,-1.51,1.61,10.11
295707,-1.51,1.61,10.11
295728,-1.4,1.32,10.05
295749,-1.4,1.32,10.05
295767,-1.4,1.32,10.05
295787,-1.4,1.32,10.05
295807,-1.25,0.89,9.76
295827,-1.25,0.89,9.76
295847,-1.25,0.89,9.76
295868,-1.14,1.1,9.49
295887,-1.14,1.1,9.49
295907,-1.14,1.1,9.49
295927,-0.85,0.94,9.28
295947,-0.85,0.94,9.28
295967,-0.85,0.94,9.28
295987,-0.85,0.94,9.28
296007,-1.51,0.65,9.5
296027,-1.51,0.65,9.5
296047,-1.51,0.65,9.5
296067,-1.76,0.51,9.57
296087,-1.76,0.51,9.57
296107,-1.76,0.51,9.57
296127,-1.43,0.63,9.64
296147,-1.43,0.63,9.64
296167,-1.43,0.63,9.64
296187,-1.43,0.63,9.64
296207,-1.11,0.77,9.8
296227,-1.11,0.77,9.8
296247,-1.11,0.77,9.8
296267,-1.07,0.88,9.55
296287,-1.07,0.88,9.55
296307,-1.07,0.88,9.55
296328,-1.11,0.86,9.47
296347,-1.11,0.86,9.47
296367,-1.11,0.86,9.47
296387,-1.11,0.86,9.47
296407,-1.11,0.89,9.33
296427,-1.11,0.89,9.33
296447,-1.11,0.89,9.33
296467,-0.87,0.93,9.56
296487,-0.87,0.93,9.56
296507,-0.87,0.93,9.56
296528,-0.87,0.93,9.56
296547,-0.73,1.02,9.51
296568,-0.73,1.02,9.51
296588,-0.73,1.02,9.51
296608,-0.73,1.02,9.51
296628,-0.73,1.02,9.51
296648,-0.73,1.02,9.51
296667,-0.51,0.62,9.69
296687,-0.51,0.62,9.69
296708,-0.51,0.62,9.69
296727,-0.33,0.78,10.06
296747,-0.33,0.78,10.06
296767,-0.33,0.78,10.06
296787,-0.57,0.67,10.11
296807,-0.57,0.67,10.11
296827,-0.57,0.67,10.11
296847,-0.57,0.67,10.11
296867,-0.68,0.81,9.74
296887,-0.68,0.81,9.74
296907,-0.68,0.81,9.74
296927,-0.56,0.62,9.66
296947,-0.56,0.62,9.66
296967,-0.56,0.62,9.66
296987,-0.3,0.92,9.34
297007,-0.3,0.92,9.34
297027,-0.3,0.92,9.34
297047,-0.3,0.93,9.6
297067,-0.3,0.93,9.6
297088,-0.3,0.93,9.6
297107,-0.3,0.93,9.6
297127,-0.54,0.91,9.74
297147,-0.54,0.91,9.74
297167,-0.54,0.91,9.74
297187,-0.41,0.82,9.71
297208,-0.41,0.82,9.71
297227,-0.41,0.82,9.71
297247,-0.48,0.84,9.89
297268,-0.48,0.84,9.89
297287,-0.48,0.84,9.89
297307,-0.48,0.84,9.89
297327,-0.14,0.78,9.82
297347,-0.14,0.78,9.82
297367,-0.14,0.78,9.82
297387,-0.48,0.6,9.86
297407,-0.48,0.6,9.86
297427,-0.48,0.6,9.86
297447,-0.42,0.33,9.91
297467,-0.42,0.33,9.91
297487,-0.42,0.33,9.91
297507,-0.42,0.33,9.91
297528,-0.51,0.27,10.01
297547,-0.51,0.27,10.01
297567,-0.51,0.27,10.01
297587,-0.38,0.3,9.72
297607,-0.38,0.3,9.72
297627,-0.38,0.3,9.72
297648,-0.16,0.25,9.52
297667,-0.16,0.25,9.52
297687,-0.16,0.25,9.52
297707,0.14,-0.23,10.05
297728,0.14,-0.23,10.05
297747,0.14,-0.23,10.05
297767,0.14,-0.23,10.05
297788,0.09,0.05,10.2
297808,0.09,0.05,10.2
297828,0.09,0.05,10.2
297847,0.27,0.12,9.99
297867,0.27,0.12,9.99
297887,0.27,0.12,9.99
297907,0.28,0.46,9.83
297928,0.28,0.46,9.83
297948,0.28,0.46,9.83
297968,0.28,0.46,9.83
297987,0.14,0.78,9.76
298008,0.14,0.78,9.76
298027,0.14,0.78,9.76
298047,-0.03,0.86,9.65
298067,-0.03,0.86,9.65
298087,-0.03,0.86,9.65
298107,-0.27,0.87,9.66
298127,-0.27,0.87,9.66
298147,-0.27,0.87,9.66
298167,-0.27,0.87,9.66
298187,-0.32,1.07,9.47
298207,-0.32,1.07,9.47
298227,-0.32,1.07,9.47
298248,-0.35,1.13,9.78
298268,-0.35,1.13,9.78
298288,-0.35,1.13,9.78
298310,-0.45,1.28,9.47
298327,-0.45,1.28,9.47
298347,-0.45,1.28,9.47
298368,-0.43,1.23,9.51
298388,-0.43,1.23,9.51
298408,-0.43,1.23,9.51
298428,-0.43,1.23,9.51
298448,-0.43,1.29,9.56
298468,-0.43,1.29,9.56
298488,-0.43,1.29,9.56
298507,-0.43,1.29,9.56
298527,-0.41,1.18,9.66
298547,-0.41,1.18,9.66
298567,-0.41,1.18,9.66
298587,-0.41,1.18,9.66
298607,-0.41,1.18,9.66
298627,-0.41,1.18,9.66
298647,-0.54,1.15,9.79
298668,-0.54,1.15,9.79
298689,-0.54,1.15,9.79
298708,-0.38,1.24,9.82
298728,-0.38,1.24,9.82
298747,-0.38,1.24,9.82
298773,-0.44,1.29,9.7
298787,-0.44,1.29,9.7
298807,-0.44,1.29,9.7
298827,-0.44,1.29,9.7
298847,-0.42,1.34,9.47
298867,-0.42,1.34,9.47
298887,-0.42,1.34,9.47
298907,-0.36,1.2,9.75
298927,-0.36,1.2,9.75
298947,-0.36,1.2,9.75
298967,-0.41,1.27,9.64
298987,-0.41,1.27,9.64
299007,-0.41,1.27,9.64
299027,-0.27,1.35,9.7
299047,-0.27,1.35,9.7
299067,-0.27,1.35,9.7
299087,-0.27,1.35,9.7
299107,-0.17,1.45,9.39
299127,-0.17,1.45,9.39
299148,-0.17,1.45,9.39
299168,-0.37,1.39,9.45
299187,-0.37,1.39,9.45
299207,-0.37,1.39,9.45
299227,-0.47,1.49,9.91
299247,-0.47,1.49,9.91
299267,-0.47,1.49,9.91
299287,-0.47,1.49,9.91
299307,-0.27,1.41,10.33
299327,-0.27,1.41,10.33
299347,-0.27,1.41,10.33
299367,0.59,1.3,11.35
299387,0.59,1.3,11.35
299407,0.59,1.3,11.35
299427,0.32,1.94,10.33
299447,0.32,1.94,10.33
299467,0.32,1.94,10.33
299487,0.32,1.94,10.33
299507,-1.1,1.99,8.17
299527,-1.1,1.99,8.17
299547,-1.1,1.99,8.17
299567,-2.52,1.82,6.71
299587,-2.52,1.82,6.71
299607,-2.52,1.82,6.71
299627,-0.89,2.07,9.02
299647,-0.89,2.07,9.02
299667,-0.89,2.07,9.02
299688,-0.89,2.07,9.02
299707,-0.89,2.07,9.02
299728,-0.89,2.07,9.02
299749,0.36,2.54,10.03
299767,0.36,2.54,10.03
299787,0.36,2.54,10.03
299808,0,2.43,10.12
299827,0,2.43,10.12
299847,0,2.43,10.12
299868,-0.09,2.49,10.15
299888,-0.09,2.49,10.15
299907,-0.09,2.49,10.15
299927,-0.09,2.49,10.15
299948,0.04,2.78,9.77
299967,0.04,2.78,9.77
299988,0.04,2.78,9.77
300007,-0.04,2.53,9.82
300027,-0.04,2.53,9.82
300047,-0.04,2.53,9.82
300067,-0.04,2.53,9.82
300088,-0.04,2.53,9.82
300107,-0.04,2.53,9.82
300127,-0.04,2.53,9.82
300148,-0.04,2.53,9.82
300167,-0.04,2.53,9.82
