timestamp,GYRO_X,GYRO_Y,GYRO_Z
1427956899075,-0.0184045,-0.0184045,-0.0184045
1427956899110,-0.0235640,-0.0235640,-0.0235640
1427956899171,-0.0161707,-0.0161707,-0.0161707
1427956899246,-0.0390869,-0.0390869,-0.0390869
1427956899306,-0.0361782,-0.0361782,-0.0361782
1427956899373,-0.0305604,-0.0305604,-0.0305604
1427956899454,-0.0265043,-0.0265043,-0.0265043
1427956899501,-0.0288539,-0.0288539,-0.0288539
1427956899570,-0.0259685,-0.0259685,-0.0259685
1427956899633,-0.0311920,-0.0311920,-0.0311920
1427956899703,-0.0297345,-0.0297345,-0.0297345
1427956899773,-0.0257610,-0.0257610,-0.0257610
1427956899833,-0.0221849,-0.0221849,-0.0221849
1427956899904,-0.0199664,-0.0199664,-0.0199664
1427956899988,-0.0239698,-0.0239698,-0.0239698
1427956900074,-0.0243233,-0.0243233,-0.0243233
1427956900100,-0.0286155,-0.0286155,-0.0286155
1427956900160,-0.0277540,-0.0277540,-0.0277540
1427956900233,-0.0259786,-0.0259786,-0.0259786
1427956900294,-0.0313807,-0.0313807,-0.0313807
1427956900362,-0.0382427,-0.0382427,-0.0382427
1427956900432,-0.0204184,-0.0204184,-0.0204184
1427956900493,-0.0287316,-0.0287316,-0.0287316
1427956900562,-0.0098389,-0.0098389,-0.0098389
1427956900631,-0.0178550,-0.0178550,-0.0178550
1427956900692,-0.0020695,-0.0020695,-0.0020695
1427956900764,0.0121374,0.0121374,0.0121374
1427956900822,0.0249237,0.0249237,0.0249237
1427956900892,0.0354313,0.0354313,0.0354313
1427956901016,0.0071215,0.0071215,0.0071215
1427956901026,0.0300994,0.0300994,0.0300994
1427956901091,0.0340894,0.0340894,0.0340894
1427956901181,0.0346805,0.0346805,0.0346805
1427956901221,0.0272124,0.0272124,0.0272124
1427956901283,0.0134912,0.0134912,0.0134912
1427956901353,0.0191421,0.0191421,0.0191421
1427956901423,0.0264525,0.0264525,0.0264525
1427956901483,0.0556051,0.0556051,0.0556051
1427956901553,0.0670446,0.0670446,0.0670446
1427956901613,0.0663401,0.0663401,0.0663401
1427956901683,0.0497061,0.0497061,0.0497061
1427956901750,0.0397355,0.0397355,0.0397355
1427956901812,0.0297620,0.0297620,0.0297620
1427956901883,0.0513656,0.0513656,0.0513656
1427956901943,0.0424072,0.0424072,0.0424072
1427956902013,0.0441665,0.0441665,0.0441665
1427956902080,0.0327498,0.0327498,0.0327498
1427956902141,0.0414748,0.0414748,0.0414748
1427956902212,0.0653274,0.0653274,0.0653274
1427956902276,0.0857946,0.0857946,0.0857946
1427956902341,0.0519867,0.0519867,0.0519867
1427956902413,0.0883936,0.0883936,0.0883936
1427956902473,0.0585543,0.0585543,0.0585543
1427956902543,0.0246988,0.0246988,0.0246988
1427956902603,0.0082290,0.0082290,0.0082290
1427956902681,0.0324061,0.0324061,0.0324061
1427956902752,0.0424564,0.0424564,0.0424564
1427956902801,0.0413489,0.0413489,0.0413489
1427956902870,0.0252140,0.0252140,0.0252140
1427956902943,0.0156926,0.0156926,0.0156926
1427956903012,0.0171234,0.0171234,0.0171234
1427956903070,0.0154110,0.0154110,0.0154110
1427956903136,0.0178699,0.0178699,0.0178699
1427956903214,0.0221100,0.0221100,0.0221100
1427956903261,0.0299746,0.0299746,0.0299746
1427956903332,0.0379772,0.0379772,0.0379772
1427956903403,0.0231795,0.0231795,0.0231795
1427956903463,0.0138615,0.0138615,0.0138615
1427956903536,0.0164754,0.0164754,0.0164754
1427956903592,0.0148278,0.0148278,0.0148278
1427956903664,0.0227160,0.0227160,0.0227160
1427956903737,0.0129105,0.0129105,0.0129105
1427956903793,0.0116195,0.0116195,0.0116195
1427956903863,0.0184575,0.0184575,0.0184575
1427956903931,0.0216118,0.0216118,0.0216118
1427956904018,0.0354506,0.0354506,0.0354506
1427956904061,0.0389055,0.0389055,0.0389055
1427956904121,0.0231592,0.0231592,0.0231592
1427956904197,0.0186135,0.0186135,0.0186135
1427956904251,0.0007520,0.0007520,0.0007520
1427956904323,0.0056769,0.0056769,0.0056769
1427956904392,0.0101092,0.0101092,0.0101092
1427956904451,0.0210983,0.0210983,0.0210983
1427956904521,0.0239885,0.0239885,0.0239885
1427956904583,0.0133731,0.0133731,0.0133731
1427956904654,0.0333307,0.0333307,0.0333307
1427956904725,0.0429976,0.0429976,0.0429976
1427956904782,0.0506978,0.0506978,0.0506978
1427956904853,0.0556281,0.0556281,0.0556281
1427956904912,0.0580652,0.0580652,0.0580652
1427956905006,0.0481439,0.0481439,0.0481439
1427956905093,0.0668329,0.0668329,0.0668329
1427956905110,0.0661496,0.0661496,0.0661496
1427956905197,0.0595346,0.0595346,0.0595346
1427956905243,0.0435812,0.0435812,0.0435812
1427956905313,0.0282230,0.0282230,0.0282230
1427956905383,0.0284007,0.0284007,0.0284007
1427956905443,0.0487870,0.0487870,0.0487870
1427956905511,0.0269046,0.0269046,0.0269046
1427956905571,0.0242141,0.0242141,0.0242141
1427956905643,0.0197927,0.0197927,0.0197927
1427956905716,0.0268134,0.0268134,0.0268134
1427956905777,0.0321321,0.0321321,0.0321321
1427956905843,0.0309189,0.0309189,0.0309189
1427956905903,0.0267960,0.0267960,0.0267960
1427956905991,0.0186443,0.0186443,0.0186443
1427956906106,0.0087799,0.0087799,0.0087799
1427956906114,0.0119019,0.0119019,0.0119019
1427956906171,0.0207117,0.0207117,0.0207117
1427956906233,0.0336405,0.0336405,0.0336405
1427956906303,0.0262765,0.0262765,0.0262765
1427956906372,0.0199925,0.0199925,0.0199925
1427956906432,0.0252839,0.0252839,0.0252839
1427956906503,0.0227556,0.0227556,0.0227556
1427956906562,0.0254800,0.0254800,0.0254800
1427956906633,0.0219320,0.0219320,0.0219320
1427956906714,0.0227388,0.0227388,0.0227388
1427956906765,0.0244649,0.0244649,0.0244649
1427956906837,0.0237759,0.0237759,0.0237759
1427956906893,0.0168166,0.0168166,0.0168166
1427956906962,0.0141349,0.0141349,0.0141349
1427956907032,0.0147214,0.0147214,0.0147214
1427956907090,0.0132493,0.0132493,0.0132493
1427956907161,0.0099244,0.0099244,0.0099244
1427956907221,0.0059319,0.0059319,0.0059319
1427956907293,0.0124631,0.0124631,0.0124631
1427956907365,0.0106049,0.0106049,0.0106049
1427956907421,0.0085444,0.0085444,0.0085444
1427956907492,0.0156899,0.0156899,0.0156899
1427956907563,0.0201209,0.0201209,0.0201209
1427956907621,0.0201088,0.0201088,0.0201088
1427956907698,0.0150138,0.0150138,0.0150138
1427956907756,0.0201882,0.0201882,0.0201882
1427956907823,0.0191694,0.0191694,0.0191694
1427956907883,0.0202524,0.0202524,0.0202524
1427956907953,0.0192272,0.0192272,0.0192272
1427956908068,0.0173045,0.0173045,0.0173045
1427956908085,0.0135740,0.0135740,0.0135740
1427956908151,0.0182859,0.0182859,0.0182859
1427956908221,0.0139949,0.0139949,0.0139949
1427956908283,0.0125955,0.0125955,0.0125955
1427956908378,0.0143359,0.0143359,0.0143359
1427956908413,0.0159023,0.0159023,0.0159023
1427956908482,0.0153121,0.0153121,0.0153121
1427956908540,0.0147809,0.0147809,0.0147809
1427956908613,0.0144869,0.0144869,0.0144869
1427956908701,0.0243725,0.0243725,0.0243725
1427956908740,0.0239353,0.0239353,0.0239353
1427956908814,0.0235417,0.0235417,0.0235417
1427956908872,0.0241876,0.0241876,0.0241876
1427956908943,0.0227688,0.0227688,0.0227688
1427956909013,0.0234919,0.0234919,0.0234919
1427956909072,0.0237163,0.0237163,0.0237163
1427956909140,0.0236285,0.0236285,0.0236285
1427956909210,0.0212656,0.0212656,0.0212656
1427956909270,0.0191391,0.0191391,0.0191391
1427956909340,0.0172251,0.0172251,0.0172251
1427956909401,0.0155026,0.0155026,0.0155026
1427956909473,0.0193522,0.0193522,0.0193522
1427956909543,0.0058571,0.0058571,0.0058571
1427956909601,0.0072714,0.0072714,0.0072714
1427956909674,0.0105443,0.0105443,0.0105443
1427956909731,0.0184898,0.0184898,0.0184898
1427956909804,0.0246409,0.0246409,0.0246409
1427956909863,0.0301768,0.0301768,0.0301768
1427956909933,0.0161634,0.0161634,0.0161634
1427956910004,0.0453432,0.0453432,0.0453432
1427956910078,0.0488089,0.0488089,0.0488089
1427956910131,0.0509280,0.0509280,0.0509280
1427956910221,0.0458352,0.0458352,0.0458352
1427956910263,0.0402517,0.0402517,0.0402517
1427956910331,0.0342265,0.0342265,0.0342265
1427956910392,0.0442322,0.0442322,0.0442322
1427956910463,0.0268235,0.0268235,0.0268235
1427956910523,0.0241411,0.0241411,0.0241411
1427956910590,0.0217270,0.0217270,0.0217270
1427956910660,0.0255543,0.0255543,0.0255543
1427956910723,0.0279989,0.0279989,0.0279989
1427956910791,0.0241990,0.0241990,0.0241990
1427956910856,0.0250740,0.0250740,0.0250740
1427956910922,0.0196012,0.0196012,0.0196012
1427956911034,0.0196411,0.0196411,0.0196411
1427956911073,0.0186770,0.0186770,0.0186770
1427956911120,0.0178093,0.0178093,0.0178093
1427956911180,0.0160283,0.0160283,0.0160283
1427956911250,0.0144255,0.0144255,0.0144255
1427956911320,0.0176971,0.0176971,0.0176971
1427956911380,0.0106847,0.0106847,0.0106847
1427956911451,0.0076162,0.0076162,0.0076162
1427956911513,0.0078546,0.0078546,0.0078546
1427956911583,0.0080691,0.0080691,0.0080691
1427956911654,0.0062622,0.0062622,0.0062622
1427956911712,0.0056360,0.0056360,0.0056360
1427956911781,0.0076871,0.0076871,0.0076871
1427956911847,0.0054651,0.0054651,0.0054651
1427956911913,0.0069186,0.0069186,0.0069186
1427956911982,0.0072268,0.0072268,0.0072268
1427956912089,0.0065041,0.0065041,0.0065041
1427956912110,0.0048537,0.0048537,0.0048537
1427956912171,0.0033683,0.0033683,0.0033683
1427956912242,0.0057228,0.0057228,0.0057228
1427956912311,-0.0030717,-0.0030717,-0.0030717
1427956912371,-0.0047645,-0.0047645,-0.0047645
1427956912443,-0.0042880,-0.0042880,-0.0042880
1427956912513,-0.0018592,-0.0018592,-0.0018592
1427956912573,0.0013267,0.0013267,0.0013267
1427956912643,-0.0025314,-0.0025314,-0.0025314
1427956912703,0.0019746,0.0019746,0.0019746
1427956912773,0.0007770,0.0007770,0.0007770
1427956912831,-0.0013006,-0.0013006,-0.0013006
1427956912902,-0.0001710,-0.0001710,-0.0001710
1427956912988,0.0008470,0.0008470,0.0008470
1427956913084,0.0004250,0.0004250,0.0004250
1427956913101,0.0023857,0.0023857,0.0023857
1427956913161,0.0021471,0.0021471,0.0021471
1427956913232,0.0019324,0.0019324,0.0019324
1427956913301,0.0047392,0.0047392,0.0047392
1427956913363,0.0072653,0.0072653,0.0072653
1427956913433,0.0105387,0.0105387,0.0105387
1427956913501,0.0048347,0.0048347,0.0048347
1427956913562,0.0092364,0.0092364,0.0092364
1427956913633,0.0033127,0.0033127,0.0033127
1427956913693,-0.0030185,-0.0030185,-0.0030185
1427956913763,-0.0077167,-0.0077167,-0.0077167
1427956913832,-0.0129450,-0.0129450,-0.0129450
1427956913893,-0.0166505,-0.0166505,-0.0166505
1427956914001,-0.0046303,-0.0046303,-0.0046303
1427956914046,-0.0048869,-0.0048869,-0.0048869
1427956914108,-0.0013982,-0.0013982,-0.0013982
1427956914151,0.0017416,0.0017416,0.0017416
1427956914223,0.0045674,0.0045674,0.0045674
1427956914293,0.0031107,0.0031107,0.0031107
1427956914358,0.0008000,0.0008000,0.0008000
1427956914423,0.0006560,0.0006560,0.0006560
1427956914486,-0.0062523,-0.0062523,-0.0062523
1427956914550,-0.0116271,-0.0116271,-0.0116271
1427956914621,0.0015356,0.0015356,0.0015356
1427956914682,0.0173821,0.0173821,0.0173821
1427956914765,0.0036439,0.0036439,0.0036439
1427956914811,-0.0097205,-0.0097205,-0.0097205
1427956914882,-0.0008400,-0.0008400,-0.0008400
1427956914950,-0.0210736,-0.0210736,-0.0210736
1427956915011,-0.0149663,-0.0149663,-0.0149663
1427956915080,-0.0024696,-0.0024696,-0.0024696
1427956915143,0.0057773,0.0057773,0.0057773
1427956915213,0.0061996,0.0061996,0.0061996
1427956915292,-0.0053065,-0.0053065,-0.0053065
1427956915345,0.0032217,0.0032217,0.0032217
1427956915413,0.0009000,0.0009000,0.0009000
1427956915473,-0.0051904,-0.0051904,-0.0051904
1427956915543,-0.0156714,-0.0156714,-0.0156714
1427956915612,-0.0131043,-0.0131043,-0.0131043
1427956915670,-0.0147938,-0.0147938,-0.0147938
1427956915765,-0.0074398,-0.0074398,-0.0074398
1427956915811,0.0067170,0.0067170,0.0067170
1427956915872,0.0150453,0.0150453,0.0150453
1427956915943,0.0135408,0.0135408,0.0135408
1427956916001,0.0061867,0.0061867,0.0061867
1427956916070,-0.0004320,-0.0004320,-0.0004320
1427956916141,-0.0023888,-0.0023888,-0.0023888
1427956916203,0.0064448,0.0064448,0.0064448
1427956916278,-0.0028349,-0.0028349,-0.0028349
1427956916331,-0.0025514,-0.0025514,-0.0025514
1427956916403,-0.0022963,-0.0022963,-0.0022963
1427956916463,-0.0020667,-0.0020667,-0.0020667
1427956916533,0.0011400,0.0011400,0.0011400
1427956916605,-0.0017219,-0.0017219,-0.0017219
1427956916680,0.0066234,0.0066234,0.0066234
1427956916738,0.0059611,0.0059611,0.0059611
1427956916791,0.0053650,0.0053650,0.0053650
1427956916863,0.0038285,0.0038285,0.0038285
1427956916932,0.0024456,0.0024456,0.0024456
1427956916990,0.0012011,0.0012011,0.0012011
1427956917060,0.0042374,0.0042374,0.0042374
1427956917122,-0.0027271,-0.0027271,-0.0027271
1427956917193,-0.0004540,-0.0004540,-0.0004540
1427956917262,-0.0004090,-0.0004090,-0.0004090
1427956917324,-0.0013681,-0.0013681,-0.0013681
1427956917392,-0.0052313,-0.0052313,-0.0052313
1427956917453,-0.0037082,-0.0037082,-0.0037082
1427956917527,-0.0023163,-0.0023163,-0.0023163
1427956917593,0.0008960,0.0008960,0.0008960
1427956917653,0.0048068,0.0048068,0.0048068
1427956917723,0.0043261,0.0043261,0.0043261
1427956917811,0.0038935,0.0038935,0.0038935
1427956917858,0.0025041,0.0025041,0.0025041
1427956917921,0.0012537,0.0012537,0.0012537
1427956917981,0.0029468,0.0029468,0.0029468
1427956918059,-0.0009840,-0.0009840,-0.0009840
1427956918110,-0.0028860,-0.0028860,-0.0028860
1427956918183,-0.0025974,-0.0025974,-0.0025974
1427956918267,-0.0023377,-0.0023377,-0.0023377
1427956918312,-0.0021039,-0.0021039,-0.0021039
1427956918403,-0.0021819,-0.0021819,-0.0021819
1427956918442,-0.0026042,-0.0026042,-0.0026042
1427956918513,-0.0023438,-0.0023438,-0.0023438
1427956918583,-0.0031094,-0.0031094,-0.0031094
1427956918643,-0.0027984,-0.0027984,-0.0027984
1427956918713,-0.0035186,-0.0035186,-0.0035186
1427956918783,-0.0021667,-0.0021667,-0.0021667
1427956918844,-0.0027569,-0.0027569,-0.0027569
1427956918912,-0.0047551,-0.0047551,-0.0047551
1427956918971,-0.0062796,-0.0062796,-0.0062796
1427956919040,-0.0066516,-0.0066516,-0.0066516
1427956919110,-0.0059864,-0.0059864,-0.0059864
1427956919170,-0.0043878,-0.0043878,-0.0043878
1427956919241,-0.0049490,-0.0049490,-0.0049490
1427956919302,-0.0055016,-0.0055016,-0.0055016
1427956919371,-0.0049087,-0.0049087,-0.0049087
1427956919437,-0.0044178,-0.0044178,-0.0044178
1427956919503,-0.0029760,-0.0029760,-0.0029760
1427956919573,-0.0026784,-0.0026784,-0.0026784
1427956919633,-0.0034106,-0.0034106,-0.0034106
1427956919703,-0.0036783,-0.0036783,-0.0036783
1427956919764,-0.0036626,-0.0036626,-0.0036626
1427956919842,0.0007040,0.0007040,0.0007040
1427956919903,-0.0043667,-0.0043667,-0.0043667
1427956920059,-0.0059300,-0.0059300,-0.0059300
1427956920092,-0.0023370,-0.0023370,-0.0023370
1427956920127,-0.0031185,-0.0031185,-0.0031185
1427956920160,-0.0018930,-0.0018930,-0.0018930
1427956920230,-0.0017037,-0.0017037,-0.0017037
1427956920290,-0.0005330,-0.0005330,-0.0005330
1427956920359,0.0005200,0.0005200,0.0005200
1427956920430,0.0014680,0.0014680,0.0014680
1427956920490,0.0033212,0.0033212,0.0033212
1427956920563,0.0001970,0.0001970,0.0001970
1427956920623,-0.0012098,-0.0012098,-0.0012098
1427956920693,-0.0000888,-0.0000888,-0.0000888
1427956920751,0.0019200,0.0019200,0.0019200
1427956920822,-0.0032720,-0.0032720,-0.0032720
1427956920893,-0.0069448,-0.0069448,-0.0069448
1427956920953,-0.0102503,-0.0102503,-0.0102503
1427956921023,-0.0033076,-0.0033076,-0.0033076
1427956921148,-0.0063027,-0.0063027,-0.0063027
1427956921160,-0.0056725,-0.0056725,-0.0056725
1427956921220,-0.0021052,-0.0021052,-0.0021052
1427956921280,0.0001050,0.0001050,0.0001050
1427956921350,0.0050948,0.0050948,0.0050948
1427956921420,0.0085853,0.0085853,0.0085853
1427956921481,-0.0000492,-0.0000492,-0.0000492
1427956921558,0.0009540,0.0009540,0.0009540
1427956921613,-0.0031413,-0.0031413,-0.0031413
1427956921683,-0.0028272,-0.0028272,-0.0028272
1427956921741,-0.0025445,-0.0025445,-0.0025445
1427956921811,-0.0022900,-0.0022900,-0.0022900
1427956921883,-0.0019698,-0.0019698,-0.0019698
1427956921944,-0.0018549,-0.0018549,-0.0018549
1427956922035,-0.0036694,-0.0036694,-0.0036694
1427956922080,-0.0023025,-0.0023025,-0.0023025
1427956922148,-0.0020722,-0.0020722,-0.0020722
1427956922210,-0.0058650,-0.0058650,-0.0058650
1427956922271,-0.0092785,-0.0092785,-0.0092785
1427956922348,-0.0041738,-0.0041738,-0.0041738
1427956922404,-0.0150156,-0.0150156,-0.0150156
1427956922475,-0.0085140,-0.0085140,-0.0085140
1427956922543,-0.0086626,-0.0086626,-0.0086626
1427956922604,-0.0077964,-0.0077964,-0.0077964
1427956922675,-0.0090167,-0.0090167,-0.0090167
1427956922733,-0.0091151,-0.0091151,-0.0091151
1427956922804,-0.0096867,-0.0096867,-0.0096867
1427956922873,-0.0019832,-0.0019832,-0.0019832
1427956922932,-0.0037849,-0.0037849,-0.0037849
1427956923002,-0.0054064,-0.0054064,-0.0054064
1427956923071,-0.0078658,-0.0078658,-0.0078658
1427956923131,-0.0050792,-0.0050792,-0.0050792
1427956923204,-0.0085713,-0.0085713,-0.0085713
1427956923301,-0.0054484,-0.0054484,-0.0054484
1427956923331,-0.0059427,-0.0059427,-0.0059427
1427956923392,-0.0043484,-0.0043484,-0.0043484
1427956923463,-0.0009140,-0.0009140,-0.0009140
1427956923533,0.0051778,0.0051778,0.0051778
1427956923593,0.0066600,0.0066600,0.0066600
1427956923663,0.0039940,0.0039940,0.0039940
1427956923723,0.0007710,0.0007710,0.0007710
1427956923796,-0.0035649,-0.0035649,-0.0035649
1427956923863,-0.0082084,-0.0082084,-0.0082084
1427956923923,-0.0093875,-0.0093875,-0.0093875
1427956923992,-0.0084488,-0.0084488,-0.0084488
1427956924087,-0.0066039,-0.0066039,-0.0066039
1427956924121,-0.0029435,-0.0029435,-0.0029435
1427956924193,-0.0065262,-0.0065262,-0.0065262
1427956924264,-0.0023843,-0.0023843,-0.0023843
1427956924322,-0.0031458,-0.0031458,-0.0031458
1427956924396,-0.0028312,-0.0028312,-0.0028312
1427956924450,-0.0025481,-0.0025481,-0.0025481
1427956924521,0.0017067,0.0017067,0.0017067
1427956924582,-0.0024640,-0.0024640,-0.0024640
1427956924654,-0.0019445,-0.0019445,-0.0019445
1427956924713,-0.0065958,-0.0065958,-0.0065958
1427956924796,-0.0049362,-0.0049362,-0.0049362
1427956924859,-0.0064426,-0.0064426,-0.0064426
1427956924913,-0.0077984,-0.0077984,-0.0077984
1427956924982,-0.0060185,-0.0060185,-0.0060185
1427956925050,-0.0024167,-0.0024167,-0.0024167
1427956925110,-0.0057014,-0.0057014,-0.0057014
1427956925182,-0.0019575,-0.0019575,-0.0019575
1427956925242,-0.0017618,-0.0017618,-0.0017618
1427956925312,-0.0015856,-0.0015856,-0.0015856
1427956925381,0.0015730,0.0015730,0.0015730
1427956925442,0.0004160,0.0004160,0.0004160
1427956925512,-0.0006630,-0.0006630,-0.0006630
1427956925571,0.0014367,0.0014367,0.0014367
1427956925641,0.0062930,0.0062930,0.0062930
1427956925703,0.0106637,0.0106637,0.0106637
1427956925772,0.0105974,0.0105974,0.0105974
1427956925845,0.0125376,0.0125376,0.0125376
1427956925904,0.0112839,0.0112839,0.0112839
1427956925983,0.0088021,0.0088021,0.0088021
1427956926070,0.0091399,0.0091399,0.0091399
1427956926100,0.0072259,0.0072259,0.0072259
1427956926171,0.0065033,0.0065033,0.0065033
1427956926232,0.0058530,0.0058530,0.0058530
1427956926301,0.0032677,0.0032677,0.0032677
1427956926362,0.0009410,0.0009410,0.0009410
1427956926433,0.0054885,0.0054885,0.0054885
1427956926511,0.0064622,0.0064622,0.0064622
1427956926561,0.0028159,0.0028159,0.0028159
1427956926633,0.0005340,0.0005340,0.0005340
1427956926693,0.0004810,0.0004810,0.0004810
1427956926775,0.0004330,0.0004330,0.0004330
1427956926833,-0.0016105,-0.0016105,-0.0016105
1427956926893,0.0015193,0.0015193,0.0015193
1427956926988,-0.0072045,-0.0072045,-0.0072045
1427956927068,-0.0064840,-0.0064840,-0.0064840
1427956927090,-0.0048356,-0.0048356,-0.0048356
1427956927161,-0.0013521,-0.0013521,-0.0013521
1427956927223,-0.0012169,-0.0012169,-0.0012169
1427956927295,-0.0042186,-0.0042186,-0.0042186
1427956927363,-0.0048857,-0.0048857,-0.0048857
1427956927423,-0.0113971,-0.0113971,-0.0113971
1427956927492,-0.0092574,-0.0092574,-0.0092574
1427956927551,-0.0083316,-0.0083316,-0.0083316
1427956927620,-0.0104985,-0.0104985,-0.0104985
1427956927682,-0.0094486,-0.0094486,-0.0094486
1427956927766,-0.0089698,-0.0089698,-0.0089698
1427956927823,-0.0030534,-0.0030534,-0.0030534
1427956927882,-0.0007480,-0.0007480,-0.0007480
1427956927955,0.0033268,0.0033268,0.0033268
1427956928072,0.0049941,0.0049941,0.0049941
1427956928081,0.0024947,0.0024947,0.0024947
1427956928152,0.0022452,0.0022452,0.0022452
1427956928212,0.0015432,0.0015432,0.0015432
1427956928293,0.0049186,0.0049186,0.0049186
1427956928342,0.0094268,0.0094268,0.0094268
1427956928422,0.0084841,0.0084841,0.0084841
1427956928483,0.0086357,0.0086357,0.0086357
1427956928542,0.0077721,0.0077721,0.0077721
1427956928645,0.0078474,0.0078474,0.0078474
1427956928671,0.0022954,0.0022954,0.0022954
1427956928742,-0.0019341,-0.0019341,-0.0019341
1427956928813,-0.0027407,-0.0027407,-0.0027407
1427956928878,-0.0054667,-0.0054667,-0.0054667
1427956928943,-0.0049200,-0.0049200,-0.0049200
1427956929005,-0.0044280,-0.0044280,-0.0044280
1427956929070,-0.0028657,-0.0028657,-0.0028657
1427956929142,0.0001130,0.0001130,0.0001130
1427956929202,0.0021020,0.0021020,0.0021020
1427956929274,0.0018918,0.0018918,0.0018918
1427956929333,0.0027026,0.0027026,0.0027026
1427956929407,0.0024324,0.0024324,0.0024324
1427956929472,0.0018484,0.0018484,0.0018484
1427956929532,0.0038702,0.0038702,0.0038702
1427956929602,0.0054832,0.0054832,0.0054832
1427956929662,0.0049349,0.0049349,0.0049349
1427956929731,0.0024414,0.0024414,0.0024414
1427956929801,0.0001970,0.0001970,0.0001970
1427956929863,-0.0018225,-0.0018225,-0.0018225
1427956929933,0.0025174,0.0025174,0.0025174
1427956929991,-0.0004760,-0.0004760,-0.0004760
1427956930061,0.0005710,0.0005710,0.0005710
1427956930132,0.0015143,0.0015143,0.0015143
1427956930193,0.0013628,0.0013628,0.0013628
1427956930275,0.0012266,0.0012266,0.0012266
1427956930336,0.0008400,0.0008400,0.0008400
1427956930393,0.0029935,0.0029935,0.0029935
1427956930464,0.0036942,0.0036942,0.0036942
1427956930523,0.0013247,0.0013247,0.0013247
1427956930593,-0.0008080,-0.0008080,-0.0008080
1427956930658,-0.0027270,-0.0027270,-0.0027270
1427956930722,-0.0024543,-0.0024543,-0.0024543
1427956930803,0.0003370,0.0003370,0.0003370
1427956930851,-0.0039880,-0.0039880,-0.0039880
1427956930922,-0.0045892,-0.0045892,-0.0045892
1427956930993,-0.0031302,-0.0031302,-0.0031302
1427956931060,-0.0018172,-0.0018172,-0.0018172
1427956931120,-0.0006350,-0.0006350,-0.0006350
1427956931224,-0.0028320,-0.0028320,-0.0028320
1427956931270,0.0014852,0.0014852,0.0014852
1427956931320,0.0063367,0.0063367,0.0063367
1427956931380,0.0067031,0.0067031,0.0067031
1427956931451,0.0060327,0.0060327,0.0060327
1427956931511,0.0024295,0.0024295,0.0024295
1427956931581,0.0011865,0.0011865,0.0011865
1427956931654,0.0040290,0.0040290,0.0040290
1427956931710,0.0000611,0.0000611,0.0000611
1427956931781,0.0000550,0.0000550,0.0000550
1427956931840,0.0010495,0.0010495,0.0010495
1427956931912,0.0009450,0.0009450,0.0009450
1427956931978,0.0008500,0.0008500,0.0008500
1427956932060,0.0005920,0.0005920,0.0005920
1427956932110,0.0016886,0.0016886,0.0016886
1427956932172,-0.0004800,-0.0004800,-0.0004800
1427956932243,-0.0044323,-0.0044323,-0.0044323
1427956932304,-0.0059890,-0.0059890,-0.0059890
1427956932373,-0.0053901,-0.0053901,-0.0053901
1427956932443,-0.0028511,-0.0028511,-0.0028511
1427956932505,-0.0029090,-0.0029090,-0.0029090
1427956932573,-0.0005090,-0.0005090,-0.0005090
1427956932633,-0.0004580,-0.0004580,-0.0004580
1427956932704,0.0005870,0.0005870,0.0005870
1427956932772,0.0015286,0.0015286,0.0015286
1427956932831,0.0013758,0.0013758,0.0013758
1427956932907,0.0005050,0.0005050,0.0005050
1427956933017,-0.0154856,-0.0154856,-0.0154856
1427956933030,-0.0139371,-0.0139371,-0.0139371
1427956933102,0.0124566,0.0124566,0.0124566
1427956933162,0.0282110,0.0282110,0.0282110
1427956933233,0.0253899,0.0253899,0.0253899
1427956933293,0.0258509,0.0258509,0.0258509
1427956933362,0.0104143,0.0104143,0.0104143
1427956933433,0.0189392,0.0189392,0.0189392
1427956933493,0.0050453,0.0050453,0.0050453
1427956933563,-0.0024592,-0.0024592,-0.0024592
1427956933623,-0.0042133,-0.0042133,-0.0042133
1427956933693,-0.0037920,-0.0037920,-0.0037920
1427956933763,0.0027040,0.0027040,0.0027040
1427956933823,0.0207285,0.0207285,0.0207285
1427956933891,0.0236557,0.0236557,0.0236557
1427956934018,0.0212901,0.0212901,0.0212901
1427956934025,0.0181611,0.0181611,0.0181611
1427956934095,0.0143450,0.0143450,0.0143450
1427956934151,-0.0000895,-0.0000895,-0.0000895
1427956934223,0.0163485,0.0163485,0.0163485
1427956934282,-0.0205725,-0.0205725,-0.0205725
1427956934358,-0.0015153,-0.0015153,-0.0015153
1427956934428,0.0116363,0.0116363,0.0116363
1427956934482,0.0244726,0.0244726,0.0244726
1427956934554,0.0400254,0.0400254,0.0400254
1427956934613,0.0420228,0.0420228,0.0420228
1427956934683,0.0160116,0.0160116,0.0160116
1427956934754,0.0123385,0.0123385,0.0123385
1427956934816,-0.0028954,-0.0028954,-0.0028954
1427956934881,-0.0116058,-0.0116058,-0.0116058
1427956934941,-0.0134452,-0.0134452,-0.0134452
1427956935013,-0.0041007,-0.0041007,-0.0041007
1427956935080,0.0083094,0.0083094,0.0083094
1427956935140,-0.0018999,-0.0018999,-0.0018999
1427956935213,0.0225306,0.0225306,0.0225306
1427956935286,0.0192775,0.0192775,0.0192775
1427956935342,0.0133498,0.0133498,0.0133498
1427956935412,0.0070148,0.0070148,0.0070148
1427956935473,0.0033133,0.0033133,0.0033133
1427956935543,0.0130972,0.0130972,0.0130972
