timestamp,x,y,z
1739008,0.67949,-3.23169,8.94774
1739030,0.69139,-3.39117,7.85277
1739049,0.69139,-3.39117,7.85277
1739068,0.69139,-3.39117,7.85277
1739091,0.69139,-3.39117,7.85277
1739109,0.69139,-3.39117,7.85277
1739130,0.22008,-2.82941,9.82134
1739150,0.22008,-2.82941,9.82134
1739169,0.22008,-2.82941,9.82134
1739189,0.22008,-2.82941,9.82134
1739209,0.22008,-2.82941,9.82134
1739230,0.18437,-2.758,9.98796
1739250,0.18437,-2.758,9.98796
1739269,0.18437,-2.758,9.98796
1739291,0.18437,-2.758,9.98796
1739313,0.18437,-2.758,9.98796
1739330,0.21532,-2.96509,9.18102
1739349,0.21532,-2.96509,9.18102
1739370,0.21532,-2.96509,9.18102
1739389,0.21532,-2.96509,9.18102
1739409,0.21532,-2.96509,9.18102
1739428,0.35576,-2.92224,9.03819
1739449,0.35576,-2.92224,9.03819
1739469,0.35576,-2.92224,9.03819
1739489,0.35576,-2.92224,9.03819
1739509,0.35576,-2.92224,9.03819
1739529,0.46526,-2.72467,9.30003
1739549,0.46526,-2.72467,9.30003
1739568,0.46526,-2.72467,9.30003
1739589,0.46526,-2.72467,9.30003
1739609,0.46526,-2.72467,9.30003
1739629,0.35576,-2.44855,9.41429
1739648,0.35576,-2.44855,9.41429
1739668,0.35576,-2.44855,9.41429
1739689,0.35576,-2.44855,9.41429
1739708,0.35576,-2.44855,9.41429
1739729,0.18437,-2.47949,9.45
1739748,0.18437,-2.47949,9.45
1739769,0.18437,-2.47949,9.45
1739788,0.18437,-2.47949,9.45
1739809,0.18437,-2.47949,9.45
1739828,0.27245,-2.19623,9.64995
1739849,0.27245,-2.19623,9.64995
1739868,0.27245,-2.19623,9.64995
1739889,0.27245,-2.19623,9.64995
1739908,0.27245,-2.19623,9.64995
1739929,0.37242,-2.16052,9.45476
1739949,0.37242,-2.16052,9.45476
1739968,0.37242,-2.16052,9.45476
1739989,0.37242,-2.16052,9.45476
1740009,0.29863,-1.92725,9.58806
1740029,0.29863,-1.92725,9.58806
1740048,0.29863,-1.92725,9.58806
1740068,0.29863,-1.92725,9.58806
1740088,0.29863,-1.92725,9.58806
1740109,0.36528,-1.77966,9.62376
1740128,0.36528,-1.77966,9.62376
1740148,0.36528,-1.77966,9.62376
1740168,0.36528,-1.77966,9.62376
1740189,0.36528,-1.77966,9.62376
1740210,0.27959,-1.69873,9.33336
1740228,0.27959,-1.69873,9.33336
1740249,0.27959,-1.69873,9.33336
1740270,0.27959,-1.69873,9.33336
1740289,0.27959,-1.69873,9.33336
1740310,0.26292,-1.64636,9.33336
1740328,0.26292,-1.64636,9.33336
1740348,0.26292,-1.64636,9.33336
1740370,0.26292,-1.64636,9.33336
1740390,0.26292,-1.64636,9.33336
1740411,0.30815,-1.54639,9.24052
1740429,0.30815,-1.54639,9.24052
1740449,0.30815,-1.54639,9.24052
1740469,0.30815,-1.54639,9.24052
1740489,0.30815,-1.54639,9.24052
1740508,0.29387,-1.45355,9.35716
1740529,0.29387,-1.45355,9.35716
1740549,0.29387,-1.45355,9.35716
1740569,0.29387,-1.45355,9.35716
1740588,0.29387,-1.45355,9.35716
1740608,0.23436,-1.43927,9.33098
1740628,0.23436,-1.43927,9.33098
1740649,0.23436,-1.43927,9.33098
1740669,0.23436,-1.43927,9.33098
1740689,0.23436,-1.43927,9.33098
1740709,0.27483,-1.43451,9.39763
1740729,0.27483,-1.43451,9.39763
1740749,0.27483,-1.43451,9.39763
1740769,0.27483,-1.43451,9.39763
1740788,0.27483,-1.43451,9.39763
1740808,0.23436,-1.37024,9.3405
1740828,0.23436,-1.37024,9.3405
1740848,0.23436,-1.37024,9.3405
1740868,0.23436,-1.37024,9.3405
1740889,0.23436,-1.37024,9.3405
1740908,0.27245,-1.44403,9.57378
1740929,0.27245,-1.44403,9.57378
1740948,0.27245,-1.44403,9.57378
1740968,0.27245,-1.44403,9.57378
1740989,0.27245,-1.44403,9.57378
1741008,0.24626,-0.9632,9.73088
1741029,0.24626,-0.9632,9.73088
1741060,0.24626,-0.9632,9.73088
1741068,0.24626,-0.9632,9.73088
1741089,0.24626,-0.9632,9.73088
1741112,0.18675,-0.67755,9.53093
1741131,0.18675,-0.67755,9.53093
1741149,0.18675,-0.67755,9.53093
1741169,0.18675,-0.67755,9.53093
1741189,0.18675,-0.67755,9.53093
1741209,0.21532,-0.82513,9.46428
1741229,0.21532,-0.82513,9.46428
1741248,0.21532,-0.82513,9.46428
1741269,0.21532,-0.82513,9.46428
1741289,0.21532,-0.82513,9.46428
1741309,0.23674,-1.11316,9.7523
1741329,0.23674,-1.11316,9.7523
1741349,0.23674,-1.11316,9.7523
1741375,0.23674,-1.11316,9.7523
1741389,0.23674,-1.11316,9.7523
1741409,0.23436,-0.97034,9.80467
1741429,0.23436,-0.97034,9.80467
1741449,0.23436,-0.97034,9.80467
1741468,0.23436,-0.97034,9.80467
1741489,0.23436,-0.97034,9.80467
1741509,0.26768,-0.8656,9.55473
1741529,0.26768,-0.8656,9.55473
1741549,0.26768,-0.8656,9.55473
1741569,0.26768,-0.8656,9.55473
1741589,0.26768,-0.8656,9.55473
1741609,0.22484,-0.90607,9.70946
1741629,0.22484,-0.90607,9.70946
1741649,0.22484,-0.90607,9.70946
1741676,0.19865,-0.9751,9.64281
1741690,0.19865,-0.9751,9.64281
1741713,0.19865,-0.9751,9.64281
1741733,0.19865,-0.9751,9.64281
1741748,0.19865,-0.9751,9.64281
1741771,0.20818,-1.02032,9.45476
1741794,0.20818,-1.02032,9.45476
1741812,0.20818,-1.02032,9.45476
1741832,0.20818,-1.02032,9.45476
1741854,0.26292,-0.94891,9.39287
1741872,0.26292,-0.94891,9.39287
1741891,0.26292,-0.94891,9.39287
1741914,0.26292,-0.94891,9.39287
1741929,0.26292,-0.94891,9.39287
1741953,0.25816,-0.86322,9.4857
1741969,0.25816,-0.86322,9.4857
1741990,0.25816,-0.86322,9.4857
1742013,0.25816,-0.86322,9.4857
1742029,0.25816,-0.86322,9.4857
1742049,0.21532,-0.91559,9.35002
1742069,0.21532,-0.91559,9.35002
1742089,0.21532,-0.91559,9.35002
1742109,0.21532,-0.91559,9.35002
1742130,0.21532,-0.91559,9.35002
1742148,0.2653,-1.02747,9.41905
1742169,0.2653,-1.02747,9.41905
1742189,0.2653,-1.02747,9.41905
1742209,0.2653,-1.02747,9.41905
1742229,0.2653,-1.02747,9.41905
1742249,0.19627,-0.987,9.25719
1742272,0.19627,-0.987,9.25719
1742289,0.19627,-0.987,9.25719
1742309,0.19627,-0.987,9.25719
1742336,0.19627,-0.987,9.25719
1742349,0.30101,-0.91797,9.39287
1742368,0.30101,-0.91797,9.39287
1742389,0.30101,-0.91797,9.39287
1742409,0.30101,-0.91797,9.39287
1742429,0.30101,-0.91797,9.39287
1742449,0.2177,-0.97986,9.55949
1742468,0.2177,-0.97986,9.55949
1742489,0.2177,-0.97986,9.55949
1742509,0.2177,-0.97986,9.55949
1742529,0.2177,-0.97986,9.55949
1742548,0.23912,-0.96558,9.52141
1742569,0.23912,-0.96558,9.52141
1742589,0.23912,-0.96558,9.52141
1742608,0.23912,-0.96558,9.52141
1742628,0.23912,-0.96558,9.52141
1742653,0.24626,-0.90369,9.51427
1742669,0.24626,-0.90369,9.51427
1742688,0.24626,-0.90369,9.51427
1742709,0.24626,-0.90369,9.51427
1742728,0.19389,-0.91083,9.58092
1742749,0.19389,-0.91083,9.58092
1742769,0.19389,-0.91083,9.58092
1742789,0.19389,-0.91083,9.58092
1742810,0.19389,-0.91083,9.58092
1742840,0.27483,-0.96082,9.69756
1742849,0.27483,-0.96082,9.69756
1742868,0.27483,-0.96082,9.69756
1742888,0.27483,-0.96082,9.69756
1742910,0.27483,-0.96082,9.69756
1742929,0.18675,-0.91559,9.63567
1742949,0.18675,-0.91559,9.63567
1742969,0.18675,-0.91559,9.63567
1742989,0.18675,-0.91559,9.63567
1743009,0.18675,-0.91559,9.63567
1743029,0.18437,-0.92511,9.81181
1743048,0.18437,-0.92511,9.81181
1743069,0.18437,-0.92511,9.81181
1743088,0.18437,-0.92511,9.81181
1743109,0.18437,-0.92511,9.81181
1743130,0.27959,-0.98224,9.76183
1743150,0.27959,-0.98224,9.76183
1743171,0.27959,-0.98224,9.76183
1743189,0.27959,-0.98224,9.76183
1743209,0.20818,-0.92749,9.83324
1743237,0.20818,-0.92749,9.83324
1743248,0.20818,-0.92749,9.83324
1743269,0.20818,-0.92749,9.83324
1743288,0.23198,-0.93463,9.66423
1743308,0.23198,-0.93463,9.66423
1743330,0.23198,-0.93463,9.66423
1743354,0.23198,-0.93463,9.66423
1743375,0.23198,-0.93463,9.66423
1743388,0.23198,-0.93463,9.66423
1743408,0.2058,-0.91083,9.64995
1743429,0.2058,-0.91083,9.64995
1743448,0.2058,-0.91083,9.64995
1743468,0.2058,-0.91083,9.64995
1743489,0.28435,-0.92273,9.59996
1743509,0.28435,-0.92273,9.59996
1743529,0.28435,-0.92273,9.59996
1743548,0.28435,-0.92273,9.59996
1743568,0.28435,-0.92273,9.59996
1743589,0.24864,-0.90369,9.55235
1743609,0.24864,-0.90369,9.55235
1743631,0.24864,-0.90369,9.55235
1743651,0.24864,-0.90369,9.55235
1743669,0.19389,-0.90845,9.45476
1743689,0.19389,-0.90845,9.45476
1743711,0.19389,-0.90845,9.45476
1743729,0.19389,-0.90845,9.45476
1743750,0.19389,-0.90845,9.45476
1743769,0.21056,-0.95605,9.39763
1743789,0.21056,-0.95605,9.39763
1743816,0.21056,-0.95605,9.39763
1743829,0.21056,-0.95605,9.39763
1743849,0.21056,-0.95605,9.39763
1743869,0.25816,-0.96082,9.37859
1743889,0.25816,-0.96082,9.37859
1743908,0.25816,-0.96082,9.37859
1743929,0.25816,-0.96082,9.37859
1743949,0.25816,-0.96082,9.37859
1743969,0.23674,-0.91321,9.48332
1743989,0.23674,-0.91321,9.48332
1744008,0.23674,-0.91321,9.48332
1744029,0.23674,-0.91321,9.48332
1744048,0.23674,-0.91321,9.48332
1744072,0.18675,-0.90131,9.73564
1744089,0.18675,-0.90131,9.73564
1744109,0.18675,-0.90131,9.73564
1744137,0.18675,-0.90131,9.73564
1744149,0.18675,-0.90131,9.73564
1744170,0.20341,-0.93225,9.78325
1744189,0.20341,-0.93225,9.78325
1744210,0.20341,-0.93225,9.78325
1744230,0.20341,-0.93225,9.78325
1744248,0.17247,-0.92273,9.62614
1744307,0.17247,-0.92273,9.62614
1744307,0.17247,-0.92273,9.62614
1744309,0.17247,-0.92273,9.62614
1744329,0.17247,-0.92273,9.62614
1744349,0.17247,-0.92273,9.62614
1744369,0.2296,-0.93701,9.43095
1744388,0.2296,-0.93701,9.43095
1744409,0.2296,-0.93701,9.43095
1744429,0.2296,-0.93701,9.43095
1744449,0.2296,-0.93701,9.43095
1744468,0.2534,-0.95605,9.62138
1744489,0.2534,-0.95605,9.62138
1744509,0.2534,-0.95605,9.62138
1744528,0.2534,-0.95605,9.62138
1744549,0.2534,-0.95605,9.62138
1744568,0.19151,-0.94415,9.61424
1744589,0.19151,-0.94415,9.61424
1744608,0.19151,-0.94415,9.61424
1744629,0.19151,-0.94415,9.61424
1744648,0.19151,-0.94415,9.61424
1744669,0.26292,-0.89893,9.70232
1744688,0.26292,-0.89893,9.70232
1744709,0.26292,-0.89893,9.70232
1744728,0.26292,-0.89893,9.70232
1744749,0.26292,-0.89893,9.70232
1744768,0.23198,-0.96558,9.44762
1744789,0.23198,-0.96558,9.44762
1744808,0.23198,-0.96558,9.44762
1744829,0.23198,-0.96558,9.44762
1744849,0.23198,-0.96558,9.44762
1744869,0.22484,-0.94415,9.53093
1744889,0.22484,-0.94415,9.53093
1744909,0.22484,-0.94415,9.53093
1744930,0.22484,-0.94415,9.53093
1744949,0.22484,-0.94415,9.53093
1744969,0.23912,-0.97986,9.52379
1744989,0.23912,-0.97986,9.52379
1745009,0.23912,-0.97986,9.52379
1745040,0.23912,-0.95367,9.64519
1745049,0.23912,-0.95367,9.64519
1745069,0.23912,-0.95367,9.64519
1745089,0.23912,-0.95367,9.64519
1745109,0.23912,-0.95367,9.64519
1745129,0.2415,-0.96796,9.58092
1745149,0.2415,-0.96796,9.58092
1745169,0.2415,-0.96796,9.58092
1745188,0.2415,-0.96796,9.58092
1745209,0.2415,-0.96796,9.58092
1745232,0.18675,-0.95129,9.49284
1745254,0.18675,-0.95129,9.49284
1745271,0.18675,-0.95129,9.49284
1745292,0.18675,-0.95129,9.49284
1745312,0.18675,-0.95129,9.49284
1745331,0.27007,-0.95844,9.52617
1745354,0.27007,-0.95844,9.52617
1745372,0.27007,-0.95844,9.52617
1745390,0.27007,-0.95844,9.52617
1745410,0.27007,-0.95844,9.52617
1745429,0.21294,-0.90131,9.33812
1745449,0.21294,-0.90131,9.33812
1745469,0.21294,-0.90131,9.33812
1745489,0.21294,-0.90131,9.33812
1745510,0.27245,-0.97034,9.38573
1745528,0.27245,-0.97034,9.38573
1745548,0.27245,-0.97034,9.38573
1745569,0.27245,-0.97034,9.38573
1745589,0.27245,-0.97034,9.38573
1745609,0.20103,-0.95367,9.74278
1745629,0.20103,-0.95367,9.74278
1745648,0.20103,-0.95367,9.74278
1745668,0.20103,-0.95367,9.74278
1745689,0.20103,-0.95367,9.74278
1745710,0.21056,-0.96082,9.60472
1745729,0.21056,-0.96082,9.60472
1745750,0.21056,-0.96082,9.60472
1745768,0.21056,-0.96082,9.60472
1745789,0.21056,-0.96082,9.60472
1745809,0.24626,-0.95605,9.67137
1745828,0.24626,-0.95605,9.67137
1745848,0.24626,-0.95605,9.67137
1745870,0.24626,-0.95605,9.67137
1745889,0.24626,-0.95605,9.67137
1745909,0.25578,-0.987,9.85942
1745929,0.25578,-0.987,9.85942
1745949,0.25578,-0.987,9.85942
1745969,0.25578,-0.987,9.85942
1745988,0.25578,-0.987,9.85942
1746008,0.2058,-0.97272,9.64757
1746028,0.2058,-0.97272,9.64757
1746049,0.2058,-0.97272,9.64757
1746068,0.2058,-0.97272,9.64757
1746088,0.2058,-0.97272,9.64757
1746109,0.28197,-0.87988,9.83086
1746128,0.28197,-0.87988,9.83086
1746148,0.28197,-0.87988,9.83086
1746169,0.28197,-0.87988,9.83086
1746188,0.28197,-0.87988,9.83086
1746208,0.25816,-0.93225,9.79277
1746228,0.25816,-0.93225,9.79277
1746255,0.25816,-0.93225,9.79277
1746269,0.25816,-0.93225,9.79277
